"Grupo";"Norma";"Título";"Publicación";"Organismo";"idNorma";"idParte";"Url"
"Acceso a la Vivienda";"Decreto 49";"APRUEBA REGLAMENTO DEL PROGRAMA FONDO SOLIDARIO DE ELECCIÓN DE VIVIENDA";"26-ABR-2012";"MINISTERIO DE VIVIENDA Y URBANISMO";"1039424";"0";"https://www.leychile.cl/Navegar?idNorma=1039424&idParte=0"
"Acceso a la Vivienda";"Decreto 1";"APRUEBA REGLAMENTO DEL SISTEMA INTEGRADO DE SUBSIDIO HABITACIONAL Y DEROGA EL D.S. Nº40  DE 2004  Y EL CAPÍTULO SEGUNDO DEL D.S. Nº 174  DE 2005";"06-JUN-2011";"MINISTERIO DE VIVIENDA Y URBANISMO";"1026260";"0";"https://www.leychile.cl/Navegar?idNorma=1026260&idParte=0"
"Acceso a la Vivienda";"Decreto 255";"REGLAMENTA PROGRAMA DE PROTECCION DEL PATRIMONIO FAMILIAR";"25-ENE-2007";"MINISTERIO DE VIVIENDA Y URBANISMO";"257828";"0";"https://www.leychile.cl/Navegar?idNorma=257828&idParte=0"
"Acceso a la Vivienda";"Resolución 2161 EXENTA";"ESTABLECE ESTÁNDARES DE HABITABILIDAD DE VIVIENDAS DE EMERGENCIA Y DEJA SIN EFECTO LA RESOLUCIÓN Nº 1.448 EXENTA  DE 2023";"06-ENE-2026";"MINISTERIO DEL INTERIOR,  SUBSECRETARÍA DEL INTERIOR,  SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES";"1220059";"0";"https://www.leychile.cl/Navegar?idNorma=1220059&idParte=0"
"Acceso a la Vivienda";"Resolución 3800 EXENTA";"APRUEBA DOCUMENTO Y TABLAS DE ESTÁNDARES TÉCNICOS PARA EL DESARROLLO DE PROYECTOS DE ACONDICIONAMIENTO TÉRMICO EN EL MARCO DEL PROGRAMA DE PROTECCIÓN DEL PATRIMONIO FAMILIAR EN SU MODALIDAD REGULADA POR EL CAPÍTULO SEGUNDO  DE LA ATENCIÓN A CONDOMINIOS DE VIVIENDAS SOCIALES  Y DEROGA RESOLUCIÓN N° 2.880 EXENTA (V. Y U.)  DE 2016  Y SUS MODIFICACIONES";"21-JUN-2018";"MINISTERIO DE VIVIENDA Y URBANISMO";"1119938";"0";"https://www.leychile.cl/Navegar?idNorma=1119938&idParte=0"
"Acceso a la Vivienda";"Resolución 6625 EXENTA";"APRUEBA CUADRO NORMATIVO Y TABLA DE ESPACIOS Y USOS MÍNIMOS PARA EL MOBILIARIO  PARA PROYECTOS DEL PROGRAMA FONDO SOLIDARIO DE ELECCIÓN DE VIVIENDA  Y DEROGA RESOLUCIÓN N° 3.563 EXENTA (V. Y U.)  DE 10 DE MAYO DE 2012";"19-OCT-2016";"MINISTERIO DE VIVIENDA Y URBANISMO";"1095803";"0";"https://www.leychile.cl/Navegar?idNorma=1095803&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Ley 19345";"DISPONE APLICACION DE LA LEY N° 16.744  SOBRE SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES  A TRABAJADORES DEL SECTOR PUBLICO QUE SEÑALA";"07-NOV-1994";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"30712";"0";"https://www.leychile.cl/Navegar?idNorma=30712&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Ley 19069";"FUERO LABORAL PARA REPRESENTANTES DE LOS COMITÉS PARITARIOS.";"30-JUL-1991";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"30436";"7188814";"https://www.leychile.cl/Navegar?idNorma=30436&idParte=7188814"
"Accidentes del Trabajo y Enfermedades Profesionales";"Ley 16744";"LEY DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES";"01-FEB-1968";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"28650";"0";"https://www.leychile.cl/Navegar?idNorma=28650&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Ley 16395";"FUNCIONES DE LA SUPERINTENDENCIA DE SEGURIDAD SOCIAL";"28-ENE-1966";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"28436";"7176855";"https://www.leychile.cl/Navegar?idNorma=28436&idParte=7176855"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 74 EXENTO";"APRUEBA PROGRAMA NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO 2025-2028";"25-NOV-2025";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL";"1218819";"0";"https://www.leychile.cl/Navegar?idNorma=1218819&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 44";"APRUEBA NUEVO REGLAMENTO SOBRE GESTIÓN PREVENTIVA DE LOS RIESGOS LABORALES PARA UN ENTORNO DE TRABAJO SEGURO Y SALUDABLE";"27-JUL-2024";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL";"1205298";"0";"https://www.leychile.cl/Navegar?idNorma=1205298&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 2";"APRUEBA TEXTO DE LA POLÍTICA NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO PARA EL PERÍODO 2024-2028";"07-MAY-2024";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL";"1203353";"0";"https://www.leychile.cl/Navegar?idNorma=1203353&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 8";"APRUEBA REGLAMENTO DEL ARTÍCULO 152 QUÁTER E DEL CÓDIGO DEL TRABAJO  QUE REGULA LAS CONDICIONES AMBIENTALES  DE SEGURIDAD Y SALUD EN EL TRABAJO QUE SE DEBERÁN CUMPLIR EN LOS ESTABLECIMIENTOS DESTINADOS A PRESTAR SERVICIOS COMO CENTROS DE CONTACTO O LLAMADAS";"13-AGO-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1163610";"0";"https://www.leychile.cl/Navegar?idNorma=1163610&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 9";"APRUEBA REGLAMENTO DEL INCISO SEGUNDO DEL ARTÍCULO 152 QUÁTER F DEL CÓDIGO DEL TRABAJO  QUE REGULA LAS CONDICIONES FÍSICAS Y ERGONÓMICAS EN QUE DEBERÁN PRESTAR SERVICIOS LOS TELEOPERADORES Y TELEOPERADORAS  Y LOS EXÁMENES PREVENTIVOS QUE DEBERÁN REALIZARSE PERIÓDICAMENTE";"13-AGO-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1163611";"0";"https://www.leychile.cl/Navegar?idNorma=1163611&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 43";"APRUEBA EL REGLAMENTO DE ALMACENAMIENTO DE SUSTANCIAS PELIGROSAS";"29-MAR-2016";"MINISTERIO DE SALUD";"1088802";"0";"https://www.leychile.cl/Navegar?idNorma=1088802&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 78";"SEÑALIZACIÓN TRANSITORIA Y MEDIDAS DE SEGURIDAD PARA TRABAJOS EN LAS VÍAS DE TRÁNSITO";"17-MAY-2012";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TRANSPORTES";"1040162";"9257865";"https://www.leychile.cl/Navegar?idNorma=1040162&idParte=9257865"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 19";"CREA Y REGULA EL FUNCIONAMIENTO DE UN CONSEJO CONSULTIVO PARA LA SEGURIDAD Y SALUD EN EL TRABAJO";"29-SEP-2011";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL";"1030271";"0";"https://www.leychile.cl/Navegar?idNorma=1030271&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 20";"ESTABLECE UN COMITÉ DE MINISTROS PARA LA SEGURIDAD Y SALUD EN EL TRABAJO";"29-SEP-2011";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL";"1030272";"0";"https://www.leychile.cl/Navegar?idNorma=1030272&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 72";"PROMULGA EL CONVENIO Nº 187 SOBRE MARCO PROMOCIONAL PARA LA SEGURIDAD Y SALUD EN EL TRABAJO DE LA ORGANIZACIÓN INTERNACIONAL DEL TRABAJO";"19-AGO-2011";"MINISTERIO DE RELACIONES EXTERIORES";"1028776";"0";"https://www.leychile.cl/Navegar?idNorma=1028776&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 160";"APRUEBA REGLAMENTO DE SEGURIDAD PARA LAS INSTALACIONES Y OPERACIONES DE PRODUCCIÓN Y REFINACIÓN  TRANSPORTE  ALMACENAMIENTO  DISTRIBUCIÓN Y ABASTECIMIENTO DE COMBUSTIBLES LÍQUIDOS";"07-JUL-2009";"MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN,  SUBSECRETARÍA DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN";"1004120";"0";"https://www.leychile.cl/Navegar?idNorma=1004120&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 132";"Aprueba Reglamento de Seguridad Minera";"07-FEB-2004";"MINISTERIO DE MINERÍA";"221064";"0";"https://www.leychile.cl/Navegar?idNorma=221064&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 20";"REGLAMENTO SOBRE NORMAS DE SEGURIDAD PARA EL TRANSPORTE PRIVADO DE LOS TRABAJADORES AGRICOLAS DE TEMPORADA";"16-JUN-2001";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"186566";"0";"https://www.leychile.cl/Navegar?idNorma=186566&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 594";"APRUEBA REGLAMENTO SOBRE CONDICIONES SANITARIAS Y AMBIENTALES BASICAS EN LOS LUGARES DE TRABAJO";"29-ABR-2000";"MINISTERIO DE SALUD";"167766";"0";"https://www.leychile.cl/Navegar?idNorma=167766&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 67";"APRUEBA REGLAMENTO PARA APLICACION DE ARTICULOS 15 Y 16 DE LEY Nº16.744  SOBRE EXENCIONES  REBAJAS Y RECARGOS DE LA COTIZACION ADICIONAL DIFERENCIADA";"07-MAR-2000";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"159800";"0";"https://www.leychile.cl/Navegar?idNorma=159800&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 1907";"CONVENIO 115 DE LA O.I.T  RELATIVO A LA PROTECCIÓN DE LOS TRABAJADORES CONTRA LAS RADIACIONES IONIZANTES";"03-MAR-1999";"MINISTERIO DE RELACIONES EXTERIORES";"133150";"6158167";"https://www.leychile.cl/Navegar?idNorma=133150&idParte=6158167"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 1907";"CONVENIO 136 DE LA O.I.T. RELATIVO A LA PROTECCIÓN DE LOS TRABAJADORES CONTRA LOS RIESGOS DE INTOXICACIÓN POR EL BENCENO";"03-MAR-1999";"MINISTERIO DE RELACIONES EXTERIORES";"133150";"6158168";"https://www.leychile.cl/Navegar?idNorma=133150&idParte=6158168"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 1907";"CONVENIO SOBRE UTILIZACIÓN DEL  ASBESTO EN CONDICIONES DE SEGURIDAD";"03-MAR-1999";"MINISTERIO DE RELACIONES EXTERIORES";"133150";"6158171";"https://www.leychile.cl/Navegar?idNorma=133150&idParte=6158171"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 298";"REGLAMENTA TRANSPORTE DE CARGAS PELIGROSAS POR CALLES Y CAMINOS";"11-FEB-1995";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"12087";"0";"https://www.leychile.cl/Navegar?idNorma=12087&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 3";"APRUEBA REGLAMENTO DE AUTORIZACION DE LICENCIAS MEDICAS POR LAS COMPIN E INSTITUCIONES DE SALUD PREVISIONAL";"28-MAY-1984";"MINISTERIO DE SALUD";"7281";"0";"https://www.leychile.cl/Navegar?idNorma=7281&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 173";"REGLAMENTA AUTORIZACION DE LABORATORIOS QUE CERTIFIQUEN LA CALIDAD DE ELEMENTOS DE PROTECCION PERSONAL CONTRA RIESGOS OCUPACIONALES";"20-OCT-1982";"MINISTERIO DE SALUD";"10470";"0";"https://www.leychile.cl/Navegar?idNorma=10470&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 18";"CERTIFICACION DE CALIDAD DE ELEMENTOS DE PROTECCION PERSONAL CONTRA RIESGOS OCUPACIONALES";"23-MAR-1982";"MINISTERIO DE SALUD PÚBLICA";"7603";"0";"https://www.leychile.cl/Navegar?idNorma=7603&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 313";"SEGURO ESCOLAR DE ACCIDENTES";"12-MAY-1973";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"74448";"0";"https://www.leychile.cl/Navegar?idNorma=74448&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 92";"APRUEBA REGLAMENTO PARA CONSTITUCION Y FUNCIONAMIENTO COMITES PARITARIOS DE HIGIENE Y SEGURIDAD EN ACTIVIDAD LABORAL MARITIMA";"16-MAY-1970";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"125343";"0";"https://www.leychile.cl/Navegar?idNorma=125343&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 102";"SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO";"25-AGO-1969";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"180598";"0";"https://www.leychile.cl/Navegar?idNorma=180598&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 285";"ESTATUTO ORGÁNICO DE MUTUALIDADES DE EMPLEADORES";"26-FEB-1969";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"11929";"0";"https://www.leychile.cl/Navegar?idNorma=11929&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 101";"REGLAMENTO DE LA LEY DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES";"07-JUN-1968";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"9231";"0";"https://www.leychile.cl/Navegar?idNorma=9231&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 109";"REGLAMENTO PARA CALIFICACIÓN Y EVALUACIÓN DE LOS ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES";"07-JUN-1968";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"9391";"0";"https://www.leychile.cl/Navegar?idNorma=9391&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto 655";"APRUEBA EL REGLAMENTO SOBRE HIGIENE Y SEGURIDAD INDUSTRIALES";"07-MAR-1941";"MINISTERIO DEL TRABAJO";"14900";"0";"https://www.leychile.cl/Navegar?idNorma=14900&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Resolución 156 EXENTA";"APRUEBA COMPENDIO DE NORMAS DEL SEGURO SOCIAL DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES DE LA LEY N° 16.744  DEROGA Y DECLARA INAPLICABLES CIRCULARES QUE INDICA";"13-MAR-2018";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL,  SUPERINTENDENCIA DE SEGURIDAD SOCIAL";"1116045";"0";"https://www.leychile.cl/Navegar?idNorma=1116045&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 90";"INCORPORA A LOS TRABAJADORES INDEPENDIENTES QUE INDICA AL SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO YENFERMEDADES PROFESIONALES. (COMERCIANTES AUTORIZADOS PARA DESARROLLAR SU ACTIVIDAD EN LA VÍA PÚBLICA)";"01-DIC-1987";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"142445";"0";"https://www.leychile.cl/Navegar?idNorma=142445&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 2";"INCORPORA A LOS TRABAJADORES INDEPENDIENTES QUE INDICA AL SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES.";"08-ABR-1986";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"3513";"0";"https://www.leychile.cl/Navegar?idNorma=3513&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 19";"INCORPORA A LOS PIRQUINEROS INDEPENDIENTES AL SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES";"13-JUL-1984";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"4006";"0";"https://www.leychile.cl/Navegar?idNorma=4006&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 50";"INCORPORA AL SEGURO SOCIAL CONTRA ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES A LOS PROFESIONALES HÍPICOS INDEPENDIENTES";"17-MAY-1979";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"138902";"0";"https://www.leychile.cl/Navegar?idNorma=138902&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 44";"FIJA NORMAS COMUNES PARA LOS SUBSIDIOS POR INCAPACIDAD LABORAL DE LOS TRABAJADORES DEPENDIENTES DEL SECTOR PRIVADO";"24-JUL-1978";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"4252";"0";"https://www.leychile.cl/Navegar?idNorma=4252&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto con Fuerza de Ley 725";"DE LA HIGIENE Y SEGURIDAD DEL AMBIENTE Y DE LOS LUGARES DE TRABAJO";"31-ENE-1968";"MINISTERIO DE SALUD PÚBLICA";"5595";"8655818";"https://www.leychile.cl/Navegar?idNorma=5595&idParte=8655818"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto Ley 3501";"FIJA NUEVO SISTEMA DE COTIZACIONES PREVISIONALES Y DEROGA DISPOSICIONES LEGALES QUE INDICA";"18-NOV-1980";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"7148";"0";"https://www.leychile.cl/Navegar?idNorma=7148&idParte=0"
"Accidentes del Trabajo y Enfermedades Profesionales";"Decreto Ley 1819";"FACULTA A MUTUALIDADES DE EMPLEADORES Y DEMÁS INSTITUCIONES QUE MANTENGAN HOSPITALES PARA EXTENDER ATENCIÓN MÉDICA";"11-JUN-1977";"MINISTERIO DE HACIENDA";"6750";"7127670";"https://www.leychile.cl/Navegar?idNorma=6750&idParte=7127670"
"Actividad Bancaria";"Ley 21130";"MODERNIZA LA LEGISLACIÓN BANCARIA";"12-ENE-2019";"MINISTERIO DE HACIENDA";"1124459";"0";"https://www.leychile.cl/Navegar?idNorma=1124459&idParte=0"
"Actividad Bancaria";"Ley 21000";"CREA LA COMISIÓN PARA EL MERCADO FINANCIERO";"23-FEB-2017";"MINISTERIO DE HACIENDA";"1100517";"0";"https://www.leychile.cl/Navegar?idNorma=1100517&idParte=0"
"Actividad Bancaria";"Ley 20406";"ESTABLECE NORMAS QUE PERMITEN EL ACCESO A LA INFORMACIÓN BANCARIA POR PARTE DE LA AUTORIDAD TRIBUTARIA";"05-DIC-2009";"MINISTERIO DE HACIENDA,  SUBSECRETARÍA DE HACIENDA";"1008772";"0";"https://www.leychile.cl/Navegar?idNorma=1008772&idParte=0"
"Actividad Bancaria";"Ley 20400";"MODIFICA LEY GENERAL DE BANCOS  PERMITIENDO A TRABAJADORES BANCARIOS ACCEDER A CRÉDITOS OFRECIDOS POR SUS ENTIDADES EMPLEADORAS";"27-NOV-2009";"MINISTERIO DE HACIENDA,  SUBSECRETARÍA DE HACIENDA";"1008413";"0";"https://www.leychile.cl/Navegar?idNorma=1008413&idParte=0"
"Actividad Bancaria";"Ley 20109";"OBLIGA A LOS BANCOS A REPARTIR DIVIDENDOS EN CASOS QUE INDICA";"24-JUN-2006";"MINISTERIO DE HACIENDA";"250785";"0";"https://www.leychile.cl/Navegar?idNorma=250785&idParte=0"
"Actividad Bancaria";"Ley 20009";"LIMITA LA RESPONSABILIDAD DE LOS USUARIOS DE TARJETAS DE CREDITO POR OPERACIONES REALIZADAS CON TARJETAS EXTRAVIADAS  HURTADAS O ROBADAS";"01-ABR-2005";"MINISTERIO DE HACIENDA";"236736";"0";"https://www.leychile.cl/Navegar?idNorma=236736&idParte=0"
"Actividad Bancaria";"Ley 19799";"SOBRE DOCUMENTOS ELECTRONICOS  FIRMA ELECTRONICA Y SERVICIOS DE CERTIFICACION DE DICHA FIRMA";"12-ABR-2002";"MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN,  SUBSECRETARÍA DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN";"196640";"0";"https://www.leychile.cl/Navegar?idNorma=196640&idParte=0"
"Actividad Bancaria";"Ley 19659";"ESTABLECE SANCIONES A PROCEDIMIENTOS DE COBRANZAS ILEGALES";"27-DIC-1999";"MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN,  SUBSECRETARIA DE ECONOMIA, FOMENTO Y ECONSTRUCCION";"149864";"0";"https://www.leychile.cl/Navegar?idNorma=149864&idParte=0"
"Actividad Bancaria";"Ley 19628";"SOBRE PROTECCION DE LA VIDA PRIVADA";"28-AGO-1999";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"141599";"0";"https://www.leychile.cl/Navegar?idNorma=141599&idParte=0"
"Actividad Bancaria";"Ley 18840";"LEY ORGANICA CONSTITUCIONAL DEL BANCO CENTRAL DE CHILE";"10-OCT-1989";"MINISTERIO DE HACIENDA";"30216";"0";"https://www.leychile.cl/Navegar?idNorma=30216&idParte=0"
"Actividad Bancaria";"Ley 18552";"REGULA TRATAMIENTO DE TITULOS DE CREDITO";"20-SEP-1986";"MINISTERIO DE HACIENDA";"29947";"0";"https://www.leychile.cl/Navegar?idNorma=29947&idParte=0"
"Actividad Bancaria";"Ley 18092";"DICTA NUEVAS NORMAS SOBRE LETRA DE CAMBIO Y PAGARE Y DEROGA DISPOSICIONES DEL CODIGO DE COMERCIO";"14-ENE-1982";"MINISTERIO DE JUSTICIA";"29517";"0";"https://www.leychile.cl/Navegar?idNorma=29517&idParte=0"
"Actividad Bancaria";"Ley 18045";"LEY DE MERCADO DE VALORES";"22-OCT-1981";"MINISTERIO DE HACIENDA";"29472";"0";"https://www.leychile.cl/Navegar?idNorma=29472&idParte=0"
"Actividad Bancaria";"Ley 18010";"ESTABLECE NORMAS PARA LAS OPERACIONES DE CREDITO Y OTRAS OBLIGACIONES DE DINERO QUE INDICA";"27-JUN-1981";"MINISTERIO DE HACIENDA";"29438";"0";"https://www.leychile.cl/Navegar?idNorma=29438&idParte=0"
"Actividad Bancaria";"Decreto con Fuerza de Ley 3";"FIJA TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DE LA LEY N° 19.496  QUE ESTABLECE NORMAS SOBRE PROTECCIÓN DE LOS DERECHOS DE LOS CONSUMIDORES";"31-MAY-2021";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  SUBSECRETARÍA DE ECONOMÍA Y EMPRESAS DE MENOR TAMAÑO";"1160403";"0";"https://www.leychile.cl/Navegar?idNorma=1160403&idParte=0"
"Actividad Bancaria";"Decreto con Fuerza de Ley 2";"FIJA FECHA EN QUE LA COMISIÓN PARA EL MERCADO FINANCIERO ASUMIRÁ LAS COMPETENCIAS DE LA SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS; DETERMINA LA FECHA DE SUPRESIÓN DE ESTA ÚLTIMA Y DISPONE EL TRASPASO DE SU PERSONAL Y DE LOS BIENES QUE SE INDICAN";"02-MAY-2019";"MINISTERIO DE HACIENDA";"1131068";"0";"https://www.leychile.cl/Navegar?idNorma=1131068&idParte=0"
"Actividad Bancaria";"Decreto con Fuerza de Ley 3";"FIJA TEXTO REFUNDIDO  SISTEMATIZADO Y CONCORDADO DE LA LEY GENERAL DE BANCOS Y DE OTROS CUERPOS LEGALES QUE SE INDICAN";"19-DIC-1997";"MINISTERIO DE HACIENDA";"83135";"0";"https://www.leychile.cl/Navegar?idNorma=83135&idParte=0"
"Actividad Bancaria";"Decreto con Fuerza de Ley 707";"FIJA TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DE LA LEY SOBRE CUENTAS CORRIENTES BANCARIAS Y CHEQUES";"07-OCT-1982";"MINISTERIO DE JUSTICIA";"5594";"0";"https://www.leychile.cl/Navegar?idNorma=5594&idParte=0"
"Actividad Bancaria";"Decreto Ley 3475";"LEY DE TIMBRES Y ESTAMPILLAS";"04-SEP-1980";"MINISTERIO DE HACIENDA";"7137";"0";"https://www.leychile.cl/Navegar?idNorma=7137&idParte=0"
"Actividad Bancaria";"Decreto Ley 2079";"FIJA TEXTO DE LA LEY ORGANICA DEL BANCO DEL ESTADO DE CHILE";"18-ENE-1978";"MINISTERIO DE HACIENDA";"6814";"0";"https://www.leychile.cl/Navegar?idNorma=6814&idParte=0"
"Acuicultura";"Decreto 430";"FIJA EL TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DE LA LEY N° 18.892  DE 1989 Y SUS MODIFICACIONES  LEY GENERAL DE PESCA Y ACUICULTURA";"21-ENE-1992";"MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN";"13315";"0";"https://www.leychile.cl/Navegar?idNorma=13315&idParte=0"
"Administración de Puertos";"Ley 19642";"OTORGA LA CALIDAD DE EXPORTADORA A LAS EMPRESAS QUE OPEREN O EXPLOTEN PUERTOS DE USO PUBLICO PARA LOS EFECTOS DEL ARTICULO 36 DEL D.L. Nº 825  DE 1974";"25-OCT-1999";"MINISTERIO DE HACIENDA";"146062";"0";"https://www.leychile.cl/Navegar?idNorma=146062&idParte=0"
"Administración de Puertos";"Ley 19542";"MODERNIZA EL SECTOR PORTUARIO ESTATAL";"19-DIC-1997";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"82866";"0";"https://www.leychile.cl/Navegar?idNorma=82866&idParte=0"
